,organ,organ_id,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count
8387,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC mature,0.098,0.0009558923938276666,1
8388,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.07,0.0006827802813054762,1
8389,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001603,Monocyte-derived Mph,18.732,0.1826621160409557,1
8390,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000492,CD4 T cells,17.318,0.1688737201365188,1
8391,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,14.154,0.1380204778156997,1
8392,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000913,CD8 T cells,11.746,0.1145392491467577,1
8393,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0005012,Multiciliated (non-nasal),5.502,0.05365187713310581,1
8394,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,5.026,0.04901023890784983,1
8395,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,4.578,0.04464163822525598,1
8396,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,3.948,0.03849829351535837,1
8397,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002144,EC general capillary,3.486,0.03399317406143346,1
8398,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,3.472,0.03385665529010239,1
8399,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033043,Interstitial Mph perivascular,2.73,0.02662116040955632,1
8400,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,Classical monocytes,2.688,0.02621160409556315,1
8401,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocytes,1.988,0.01938566552901024,1
8402,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033077,Alveolar Mph proliferating,0.728,0.007098976109215018,1
8403,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019001,pre-TB secretory,0.686,0.006689419795221844,1
8404,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,0.686,0.006689419795221844,1
8405,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),0.672,0.006552901023890787,1
8406,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,0.644,0.00627986348122867,1
8407,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,0.63,0.006143344709897612,1
8408,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002394,DC1,0.42,0.004095563139931742,1
8409,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033069,T cells proliferating,0.364,0.003549488054607509,1
8410,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028003,EC aerocyte capillary,0.336,0.003276450511945393,1
8411,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,0.308,0.003003412969283277,1
8412,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000414,EC venous systemic,0.28,0.002730375426621161,1
8413,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000413,EC arterial,0.196,0.001911262798634813,1
8414,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,Adventitial fibroblasts,0.168,0.001638225255972697,1
8415,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cells,0.154,0.001501706484641638,1
8416,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,0.14,0.001365187713310581,1
8417,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033041,Alveolar Mph CCL3+,0.126,0.001228668941979522,1
8418,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic EC mature,0.126,0.001228668941979522,1
8419,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000784,Plasmacytoid DCs,0.112,0.001092150170648464,1
8420,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.084,0.0008191126279863483,1
8421,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),0.07,0.0006825938566552903,1
8422,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001056,Migratory DCs,0.07,0.0006825938566552903,1
8423,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033042,Alveolar Mph MT-positive,0.056,0.0005460750853242322,1
8424,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033044,Deuterosomal,0.056,0.0005460750853242322,1
8425,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000322,AT0,0.042,0.0004095563139931742,1
8426,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000312,Goblet (subsegmental),0.014,0.000136518771331058,1
8427,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000186,Myofibroblasts,0.014,0.000136518771331058,1
8428,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000235,macrophage,32.928,0.3646511627906976,1
8429,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",21.35,0.2364341085271318,1
8430,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",9.142,0.1012403100775194,1
8431,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,non-classical monocyte,4.746,0.05255813953488372,1
8432,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,3.808,0.04217054263565891,1
8433,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000451,dendritic cell,3.598,0.03984496124031007,1
8434,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,classical monocyte,3.318,0.03674418604651163,1
8435,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000814,mature NK T cell,3.01,0.03333333333333333,1
8436,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000271,lung ciliated cell,1.96,0.02170542635658914,1
8437,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002144,capillary endothelial cell,1.26,0.01395348837209302,1
8438,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000767,basophil,0.84,0.009302325581395349,1
8439,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,club cell,0.644,0.007131782945736433,1
8440,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,0.602,0.006666666666666665,1
8441,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002370,respiratory goblet cell,0.504,0.005581395348837209,1
8442,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001050,"effector CD8-positive, alpha-beta T cell",0.42,0.004651162790697673,1
8443,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,type II pneumocyte,0.35,0.003875968992248062,1
8444,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,0.28,0.00310077519379845,1
8445,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000646,basal cell,0.224,0.002480620155038759,1
8446,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,type I pneumocyte,0.21,0.002325581395348837,1
8447,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002393,intermediate monocyte,0.182,0.002015503875968992,1
8448,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002543,vein endothelial cell,0.168,0.00186046511627907,1
8449,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,0.14,0.001550387596899225,1
8450,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001044,"effector CD4-positive, alpha-beta T cell",0.112,0.00124031007751938,1
8451,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,endothelial cell of lymphatic vessel,0.112,0.00124031007751938,1
8452,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_2000016,lung microvascular endothelial cell,0.098,0.001085271317829457,1
8453,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000413,endothelial cell of artery,0.098,0.001085271317829457,1
8454,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000784,plasmacytoid dendritic cell,0.084,0.0009302325581395348,1
8455,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002598,bronchial smooth muscle cell,0.056,0.0006201550387596898,1
8456,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028006,adventitial cell,0.042,0.0004651162790697674,1
8457,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7426,Left apical segmental bronchus,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000359,vascular associated smooth muscle cell,0.014,0.0001550387596899225,1
8458,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_monocyte-derived-m,Monocyte-derived Mφ,1.524,0.2081114297419091,1
8459,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,CD8 T cells,1.417,0.1934999317219719,1
8460,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002145,Multiciliated (non-nasal),0.913,0.1246756793663799,1
8461,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,CD4 T cells,0.811,0.1107469616277482,1
8462,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,0.6930000000000001,0.094633346988939,1
8463,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000860,Classical monocytes,0.334,0.04560972279120581,1
8464,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cells,0.282,0.03850880786562886,1
8465,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_interstitial-m-perivascular,Interstitial Mφ perivascular,0.224,0.03058855660248533,1
8466,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002062,AT1,0.204,0.02785743547726343,1
8467,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_non-classical-monocytes,Non-classical monocytes,0.18,0.02458009012699714,1
8468,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000623,NK cells,0.172,0.02348764167690838,1
8469,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002399,DC2,0.146,0.0199371842141199,1
8470,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028002,EC general capillary,0.07200000000000001,0.009832036050798855,1
8471,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-proliferating,Alveolar Mφ proliferating,0.047,0.006418134644271475,1
8472,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033069,T cells proliferating,0.037,0.005052574081660523,1
8473,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_transitional-club-at2,Transitional Club-AT2,0.035,0.004779461969138333,1
8474,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast cells,0.035,0.004779461969138333,1
8475,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002063,AT2,0.025,0.003413901406527381,1
8476,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000158,Club (non-nasal),0.023,0.00314078929400519,1
8477,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028004,Alveolar fibroblasts,0.021,0.002867677181483,1
8478,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4028003,EC aerocyte capillary,0.019,0.002594565068960809,1
8479,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002241,Peribronchial fibroblasts,0.016,0.002184896900177524,1
8480,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002633,Basal resting,0.015,0.002048340843916428,1
8481,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4033008,EC venous pulmonary,0.014,0.001911784787655333,1
8482,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001568,EC arterial,0.014,0.001911784787655333,1
8483,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma cells,0.01,0.001365560562610952,1
8484,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002480,Goblet (nasal),0.007,0.0009558923938276666,1
8485,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid DCs,0.007,0.0009558923938276666,1
8486,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4052030,Adventitial fibroblasts,0.007,0.0009558923938276666,1
8487,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_alveolar-m-ccl3-,Alveolar Mφ CCL3+,0.007,0.0009558923938276666,1
8488,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009086,Lymphatic EC mature,0.007,0.0009558923938276666,1
8489,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000192,Smooth muscle,0.005,0.0006827802813054761,1
8490,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001603,Monocyte-derived Mph,1.338,0.1826621160409556,1
8491,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000492,CD4 T cells,1.237,0.1688737201365188,1
8492,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000583,Alveolar macrophages,1.011,0.1380204778156996,1
8493,lung,http://purl.obolibrary.org/obo/UBERON_0001004,http://purl.org/sig/ont/fma/fma7428,Left anterior segmental bronchus,Male,celltypist,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000913,CD8 T cells,0.839,0.1145392491467577,1
