organ,as,as_label,sex,tool,modality,cell_id,cell_label,cell_count,cell_percentage,dataset_count
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-tac1-,EC cells (TAC1+),2.7376E1,1.791430762666834E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_enterocyte,Enterocyte,2.596E1,1.698770550804757E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ec-cells-npw-,EC cells (NPW+),2.2656E1,1.482563389793242E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_sell-cd4-t,SELL+ CD4 T,2.0296E1,1.328129703356446E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_i-cells-cck-,I cells (CCK+),1.9824E1,1.297242966069087E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_k-cells-gip-,K cells (GIP+),1.9824E1,1.297242966069087E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clc-mast-cell,CLC+ Mast cell,1.7464E1,1.142809279632291E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fetal-arterial-ec,Fetal arterial EC,1.6992E1,1.111922542344932E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_treg,Treg,1.6992E1,1.111922542344932E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_germ,Germ,1.652E1,1.081035805057572E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-4-mmp1-,Stromal 4 (MMP1+),1.652E1,1.081035805057572E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a1-imn-,Branch A1 (iMN),1.5141E1,9.907967992964107E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilcp,ILCP,1.416E1,9.266021186207763E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_m-x-cells-mln-ghrl-,M/X cells (MLN/GHRL+),1.3688E1,8.957153813334172E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trdv2-trgv9-gdt,TRDV2/TRGV9 gdT,1.3216E1,8.64828644046058E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-a3-ipan-in-,Branch A3 (IPAN/IN),1.3216E1,8.648286440460581E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mpo-mono-neutrophil,MPO+ mono-neutrophil,1.2781E1,8.363631128596147E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_glia-1-dhh-,Glia 1 (DHH+),1.2744E1,8.339419067586987E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mmp9-inflammatory-macrophage,MMP9+ Inflammatory macrophage,1.2744E1,8.339419067586988E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cldn10-cells,CLDN10+ cells,1.2744E1,8.339419067586988E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_neuroblast,Neuroblast,1.2346E1,8.078975816731712E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b3-ipan-,Branch B3 (IPAN),1.2272E1,8.030551694713396E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_clp,CLP,1.2272E1,8.030551694713395E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc2,ILC2,1.18E1,7.721684321839804E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cdc1,cDC1,1.18E1,7.721684321839802E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_th17,Th17,1.0856E1,7.103949576092618E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-pericyte,Immature pericyte,9.911999999999999E0,6.486214830345434E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_branch-b2-emn-,Branch B2 (eMN),9.476999999999999E0,6.201559518481001E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-neuroblast,cycling neuroblast,8.496E0,5.559612711724659E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_megakaryocyte,Megakaryocyte,8.495999999999999E0,5.559612711724658E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lz-gc-cell,LZ GC cell,8.024E0,5.250745338851066E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fcrl4-memory-b,FCRL4+ Memory B,7.589E0,4.966090026986633E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_ilc3,ILC3,7.08E0,4.633010593103883E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec5-cldn11-,LEC5 (CLDN11+),7.08E0,4.633010593103883E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_differentiating-glia,Differentiating glia,7.079999999999999E0,4.633010593103881E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-encc-glia,cycling ENCC/glia,6.608E0,4.32414322023029E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gc-b-cell,GC B cell,6.608E0,4.32414322023029E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_encc-glia-progenitor,ENCC/glia Progenitor,6.135999999999999E0,4.015275847356698E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pdc,pDC,5.664E0,3.706408474483106E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_trgv5-7-gdt,TRGV5/7 gdT,5.192E0,3.397541101609514E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_pro-b,Pro-B,4.72E0,3.088673728735921E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_venous-capillary,venous capillary,4.719999999999999E0,3.088673728735921E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_fdc,FDC,4.719999999999999E0,3.088673728735921E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_icc,ICC,4.247999999999999E0,2.779806355862329E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cx3cr1-cd8-tmem,CX3CR1+ CD8 Tmem,3.776E0,2.470938982988737E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium,Mesothelium,3.776E0,2.470938982988737E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd8-t,Activated CD8 T,2.869E0,1.877416298250711E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_n-cells-nts-,N cells (NTS+),2.832E0,1.853204237241553E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesothelium-prg4-,Mesothelium (PRG4+),2.36E0,1.544336864367961E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_mesoderm-2-zeb2-,Mesoderm 2 (ZEB2+),2.36E0,1.544336864367961E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_lec2-madcam1-,LEC2 (MADCAM1+),2.36E0,1.544336864367961E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_activated-cd4-t,Activated CD4 T,2.36E0,1.544336864367961E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_gdt,gdT,1.49E0,9.750262406390938E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_immature-b,Immature B,9.44E-1,6.177347457471842E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_igm-plasma-cell,IgM plasma cell,4.72E-1,3.088673728735921E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_-cells-ins-,?? cells (INS+),4.72E-1,3.088673728735921E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_stromal-1-adamdec1-,Stromal 1 (ADAMDEC1+),4.72E-1,3.088673728735921E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,celltypist,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_cycling-stromal,cycling stromal,4.72E-1,3.088673728735921E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002071,enterocyte of epithelium of large intestine,5.399714999999999E3,4.016688734825041E-1,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000320,large intestine goblet cell,3.076466E3,2.288492323256367E-1,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000057,fibroblast,2.15952E3,1.606403237324446E-1,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0019032,intestinal tuft cell,7.38208E2,5.491311592477981E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000131,gut endothelial cell,6.47223E2,4.814501011663889E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009009,paneth cell of colon,2.74951E2,2.045279397762437E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009011,transit amplifying cell of colon,2.2482E2,1.67236967388717E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000624,"CD4-positive, alpha-beta T cell",2.242E2,1.667757676743632E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B cell,1.51984E2,1.130564151392526E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001516,intestinal enteroendocrine cell,1.36195E2,1.0131144370388E-2,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000775,neutrophil,1.34085E2,9.974187693406331E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000786,plasma cell,1.26024E2,9.374553677695786E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000576,monocyte,7.2253E1,5.37468757438705E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000625,"CD8-positive, alpha-beta T cell",6.4229E1,4.777805879552487E-3,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,mast cell,7.662999999999999E0,5.700279695310639E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0009016,intestinal crypt stem cell of large intestine,2.36E0,1.755534396572244E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002253,epithelial cell of large intestine,2.36E0,1.755534396572244E-4,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,popv,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011108,colon epithelial cell,9.44E-1,7.022137586288978E-5,8
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002504,Smooth muscle,2.102996E4,2.421164745711133E-1,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000584,Enterocyte,1.6410968E4,1.889383392293354E-1,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000499,Stroma,8.925047999999999E3,1.027534601653054E-1,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000160,Goblet,6.475367999999999E3,7.455046380072052E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000071,Endothelial,4.98196E3,5.735696081468075E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0009010,Cycling TA,4.910688E3,5.653641120946836E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000786,Plasma,4.576512E3,5.268906604065794E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,4.428303999999999E3,5.098275759008382E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000624,CD4+ T cell,2.996256E3,3.449568803899511E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000625,CD8+ T,2.694648E3,3.102329600104333E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000540,Nerve,2.618656E3,3.014840536237317E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic,2.253328E3,2.594240937274144E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000451,DC,1.458008E3,1.678594523510648E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0002088,ICC,1.043592E3,1.201480249751389E-2,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000863,M1 Macrophage,7.367919999999999E2,8.482635322758565E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000165,Neuroendocrine,4.44152E2,5.11349124837656E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000775,Neutrophil,4.00728E2,4.613553740565037E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000236,B,1.55288E2,1.787820000760774E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000623,NK,1.49624E2,1.722610760611445E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0001028,CD7+ Immune,1.3924E2,1.603060487004341E-3,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_4033092,CD57+ Enterocyte,2.7848E1,3.206120974008683E-4,6
large intestine,http://purl.obolibrary.org/obo/UBERON_0001159,sigmoid colon,Male,sc_proteomics,sc_proteomics,http://purl.obolibrary.org/obo/CL_0000510,Paneth,1.888E0,2.173641338310971E-5,6
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000718,Inner Medullary Collecting Duct,5.9806E1,6.237588652482269E-1,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000597,Papillary Tip Epithelial,8.432E0,8.79432624113475E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000692,Fibroblast,5.814E0,6.063829787234041E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000714,Cortical Collecting Duct Principal,4.624000000000001E0,4.822695035460992E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000890,M2 Macrophage,3.23E0,3.368794326241134E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000084,T,3.06E0,3.191489361702127E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1001318,Cortical Vascular Smooth Muscle / Pericyte,2.414E0,2.5177304964539E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0011031,Monocyte-derived,1.258E0,1.312056737588652E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000875,Non-classical monocyte,1.224E0,1.276595744680851E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000452,Parietal Epithelial,9.860000000000001E-1,1.028368794326241E-2,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030022,Medullary Fibroblast,8.160000000000001E-1,8.510638297872339E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000097,Mast,7.140000000000001E-1,7.446808510638296E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000716,Outer Medullary Collecting Duct Principal,5.44E-1,5.673758865248226E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0002138,Lymphatic Endothelial,5.44E-1,5.673758865248226E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000236,B,4.08E-1,4.255319148936169E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_peritubular-capilary-endothelial,Peritubular Capilary Endothelial ,3.4E-1,3.546099290780141E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0001058,Plasmacytoid Dendritic,3.4E-1,3.546099290780141E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000768,Connecting Tubule,3.06E-1,3.191489361702127E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_0000990,Classical Dendritic,2.72E-1,2.836879432624113E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000850,Macula Densa,2.04E-1,2.127659574468085E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030016,Distal Convoluted Tubule Type 1,1.7E-1,1.773049645390071E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,https://purl.org/ccf/ASCTB-TEMP_descending-vasa-recta-endothelial,Descending Vasa Recta Endothelial ,1.36E-1,1.418439716312056E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030012,Descending Thin Limb Type 1,1.36E-1,1.418439716312056E-3,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000717,Outer Medullary Collecting Duct Intercalated Type A,3.4E-2,3.546099290780141E-4,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_1000715,Cortical Collecting Duct Intercalated Type A,3.4E-2,3.546099290780141E-4,2
Right ureter,http://purl.obolibrary.org/obo/UBERON_0001222,Right ureter,Male,azimuth,sc_transcriptomics,http://purl.obolibrary.org/obo/CL_4030013,Descending Thin Limb Type 2,3.4E-2,3.546099290780141E-4,2
